序号,点名,N,E,Z,B,L,H,未倾斜改正N,未倾斜改正E,未倾斜改正Z,未倾斜改正B,未倾斜改正L,未倾斜改正H,天线高,σN,σE,σZ,HRMS,VRMS,目标高,量高类型,天线类型,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,VDOP,HDOP,截止高度角(°),参考站名称,基站B,基站L,基站H(相位中心),基站距离,基站方位,里程,偏距,竖直倾角,倾斜向量方位角,倾斜分量X,倾斜分量Y,倾斜X轴方位角,当地B,当地L,当地H,语音文件,图片文件,空间直角X,空间直角Y,空间直角Z,点校验dB,点校验dL,点校验dH,点校验dN,点校验dE,点校验dZ,测量时长,N坐标差,E坐标差,高差
69,pt68,2625182.6296,566209.6016,121.4739," 23:43:36.53263"," 114:38:57.56800",121.4739,,,,,,,1.8765,0.0072,0.0089,0.0206,0.0114,0.0206,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:28:04.0,2022-09-16 10:28:04.0,2022-09-16 02:28:04.0,2022-09-16 02:28:04.0,,2.0,46,45,1.3674,0.7000,0.6697,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,39.7735," 188:21:05.17415",0.0000,0.0000," 00:21:44",," 00:19:12"," -00:10:12",," 23:43:36.53263"," 114:38:57.56800",121.4739,,,-2436609.0055,5309933.7033,2550661.9316," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
70,pt69,2625179.4289,566209.0771,121.4760," 23:43:36.42868"," 114:38:57.54897",121.4760,,,,,,,1.8765,0.0072,0.0088,0.0204,0.0114,0.0204,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:28:20.0,2022-09-16 10:28:20.0,2022-09-16 02:28:20.0,2022-09-16 02:28:20.0,,2.0,47,47,1.2911,0.7000,0.6242,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,36.5348," 188:15:59.42420",0.0000,0.0000," 00:21:50",," 00:07:48"," 00:20:24",," 23:43:36.42868"," 114:38:57.54897",121.4760,,,-2436609.0530,5309935.0994,2550659.0046," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
71,pt70,2625176.3247,566208.5496,121.4727," 23:43:36.32786"," 114:38:57.52984",121.4727,,,,,,,1.8765,0.0072,0.0088,0.0205,0.0114,0.0205,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:28:42.0,2022-09-16 10:28:42.0,2022-09-16 02:28:42.0,2022-09-16 02:28:42.0,,4.0,47,47,1.2898,0.7000,0.6247,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,33.3922," 188:08:10.89785",0.0000,0.0000," 00:33:39",," -00:17:24"," 00:28:48",," 23:43:36.32787"," 114:38:57.52984",121.4727,,,-2436609.0800,5309936.4569,2550656.1638," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
72,pt71,2625172.4148,566208.0124,121.4730," 23:43:36.20086"," 114:38:57.51025",121.4730,,,,,,,1.8765,0.0073,0.0088,0.0203,0.0114,0.0203,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:28:58.0,2022-09-16 10:28:58.0,2022-09-16 02:28:58.0,2022-09-16 02:28:58.0,,4.0,47,47,1.2889,0.7000,0.6251,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,29.4534," 188:10:42.16694",0.0000,0.0000," 00:27:25",," 00:25:12"," -00:10:48",," 23:43:36.20087"," 114:38:57.51025",121.4730,,,-2436609.2314,5309938.1175,2550652.5869," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
73,pt72,2625168.2516,566207.2581,121.4753," 23:43:36.06566"," 114:38:57.48295",121.4753,,,,,,,1.8765,0.0072,0.0087,0.0200,0.0113,0.0200,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:29:16.0,2022-09-16 10:29:16.0,2022-09-16 02:29:16.0,2022-09-16 02:29:16.0,,2.0,47,47,1.2878,0.7000,0.6256,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,25.2364," 187:49:36.97295",0.0000,0.0000," 00:18:31",," -00:07:48"," -00:16:48",," 23:43:36.06567"," 114:38:57.48295",121.4753,,,-2436609.2275,5309939.9631,2550648.7799," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
74,pt73,2625165.0332,566206.7554,121.4719," 23:43:35.96113"," 114:38:57.46468",121.4719,,,,,,,1.8765,0.0072,0.0087,0.0202,0.0113,0.0202,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:29:30.0,2022-09-16 10:29:30.0,2022-09-16 02:29:30.0,2022-09-16 02:29:30.0,,2.0,47,46,1.3120,0.7000,0.6220,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,21.9910," 187:40:14.11561",0.0000,0.0000," 00:27:10",," -00:19:48"," 00:18:36",," 23:43:35.96113"," 114:38:57.46468",121.4719,,,-2436609.2957,5309941.3522,2550645.8344," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
75,pt74,2625161.9015,566206.1593,121.4834," 23:43:35.85943"," 114:38:57.44314",121.4834,,,,,,,1.8765,0.0072,0.0087,0.0201,0.0113,0.0201,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:29:44.0,2022-09-16 10:29:44.0,2022-09-16 02:29:44.0,2022-09-16 02:29:44.0,,2.0,47,46,1.3114,0.7000,0.6223,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,18.8220," 187:08:31.20424",0.0000,0.0000," 00:02:10",," -00:01:48"," -00:01:12",," 23:43:35.85943"," 114:38:57.44314",121.4834,,,-2436609.2704,5309942.7605,2550642.9746," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
76,pt75,2625158.8084,566205.6675,121.4853," 23:43:35.75897"," 114:38:57.42528",121.4853,,,,,,,1.8765,0.0073,0.0087,0.0201,0.0113,0.0201,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:30:06.0,2022-09-16 10:30:06.0,2022-09-16 02:30:06.0,2022-09-16 02:30:06.0,,2.0,46,45,1.3105,0.7000,0.6227,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,15.7117," 186:45:42.98881",0.0000,0.0000," 00:09:23",," -00:08:24"," 00:04:12",," 23:43:35.75897"," 114:38:57.42528",121.4853,,,-2436609.3300,5309944.1035,2550640.1459," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
77,pt76,2625154.6636,566205.0840,121.4916," 23:43:35.62434"," 114:38:57.40401",121.4916,,,,,,,1.8765,0.0073,0.0087,0.0202,0.0113,0.0202,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:30:26.0,2022-09-16 10:30:26.0,2022-09-16 02:30:26.0,2022-09-16 02:30:26.0,,4.0,45,45,1.3097,0.7000,0.6231,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,11.5696," 186:18:10.96077",0.0000,0.0000," 00:34:07",," 00:19:12"," 00:28:12",," 23:43:35.62435"," 114:38:57.40401",121.4916,,,-2436609.4800,5309945.8746,2550636.3566," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
78,pt77,2625151.0321,566204.4279,121.4840," 23:43:35.50641"," 114:38:57.38026",121.4840,,,,,,,1.8765,0.0070,0.0082,0.0172,0.0108,0.0172,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:30:42.0,2022-09-16 10:30:42.0,2022-09-16 02:30:42.0,2022-09-16 02:30:42.0,,4.0,45,45,1.3090,0.7000,0.6234,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,7.9686," 184:25:27.52009",0.0000,0.0000," 00:29:48",," 00:22:48"," 00:19:12",," 23:43:35.50641"," 114:38:57.38026",121.4840,,,-2436609.4747,5309947.4758,2550633.0318," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
79,pt78,2625147.7142,566203.8726,121.4864," 23:43:35.39865"," 114:38:57.36012",121.4864,,,,,,,1.8765,0.0070,0.0082,0.0169,0.0108,0.0169,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:30:58.0,2022-09-16 10:30:58.0,2022-09-16 02:30:58.0,2022-09-16 02:30:58.0,,4.0,45,45,1.3083,0.7000,0.6237,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,4.7952," 180:32:14.17831",0.0000,0.0000," 00:27:58",," 00:25:48"," 00:10:48",," 23:43:35.39865"," 114:38:57.36012",121.4864,,,-2436609.5135,5309948.9280,2550629.9979," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
80,pt79,2625144.6410,566203.3398,121.4925," 23:43:35.29884"," 114:38:57.34082",121.4925,,,,,,,1.8765,0.0070,0.0082,0.0168,0.0108,0.0168,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:31:23.0,2022-09-16 10:31:23.0,2022-09-16 02:31:23.0,2022-09-16 02:31:23.0,,3.0,45,45,1.3072,0.7000,0.6242,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,2.3806," 159:32:20.11891",0.0000,0.0000," 00:03:24",," -00:02:24"," -00:02:24",," 23:43:35.29885"," 114:38:57.34082",121.4925,,,-2436609.5341,5309950.2841,2550627.1892," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
81,pt80,2625141.5366,566202.8147,121.4896," 23:43:35.19802"," 114:38:57.32178",121.4896,,,,,,,1.8765,0.0070,0.0082,0.0169,0.0108,0.0169,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:31:44.0,2022-09-16 10:31:44.0,2022-09-16 02:31:44.0,2022-09-16 02:31:44.0,,2.0,45,45,1.3062,0.7000,0.6246,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,2.8153," 29:38:29.62300",0.0000,0.0000," 00:10:16",," -00:10:12"," 00:01:12",," 23:43:35.19802"," 114:38:57.32178",121.4896,,,-2436609.5635,5309951.6410,2550624.3484," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
82,pt81,2625137.4336,566202.2568,121.4867," 23:43:35.06474"," 114:38:57.30143",121.4867,,,,,,,1.8765,0.0070,0.0084,0.0169,0.0110,0.0169,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:32:04.0,2022-09-16 10:32:04.0,2022-09-16 02:32:04.0,2022-09-16 02:32:04.0,,4.0,45,45,1.3053,0.7000,0.6250,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,6.3936," 14:58:04.21577",0.0000,0.0000," 00:26:26",," 00:16:48"," 00:20:24",," 23:43:35.06475"," 114:38:57.30143",121.4867,,,-2436609.7265,5309953.3785,2550620.5934," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
83,pt82,2625133.1765,566201.5477,121.4808," 23:43:34.92649"," 114:38:57.27571",121.4808,,,,,,,1.8765,0.0071,0.0082,0.0169,0.0108,0.0169,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:32:24.0,2022-09-16 10:32:24.0,2022-09-16 02:32:24.0,2022-09-16 02:32:24.0,,4.0,45,45,1.3043,0.7000,0.6254,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,10.5782," 12:41:02.39089",0.0000,0.0000," 00:33:26",," 00:33:00"," 00:05:24",," 23:43:34.92649"," 114:38:57.27571",121.4808,,,-2436609.7759,5309955.2329,2550616.6970," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
84,pt83,2625130.0836,566201.0126,121.4802," 23:43:34.82604"," 114:38:57.25632",121.4802,,,,,,,1.8765,0.0074,0.0091,0.0219,0.0118,0.0219,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:32:50.0,2022-09-16 10:32:50.0,2022-09-16 02:32:50.0,2022-09-16 02:32:50.0,,4.0,45,45,1.3030,0.7000,0.6259,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,13.6733," 12:01:09.46152",0.0000,0.0000," 00:21:50",," -00:17:24"," -00:13:12",," 23:43:34.82604"," 114:38:57.25632",121.4802,,,-2436609.7951,5309956.5917,2550613.8675," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
85,pt84,2625126.8784,566200.4901,121.4585," 23:43:34.72194"," 114:38:57.23736",121.4585,,,,,,,1.8765,0.0074,0.0091,0.0219,0.0118,0.0219,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:33:08.0,2022-09-16 10:33:08.0,2022-09-16 02:33:08.0,2022-09-16 02:33:08.0,,2.0,45,45,1.3021,0.7000,0.6263,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,16.8938," 11:29:05.99697",0.0000,0.0000," 00:04:15",," -00:00:36"," -00:04:12",," 23:43:34.72194"," 114:38:57.23736",121.4585,,,-2436609.8362,5309957.9688,2550610.9268," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
86,pt85,2625123.7683,566199.9665,121.4708," 23:43:34.62093"," 114:38:57.21837",121.4708,,,,,,,1.8765,0.0074,0.0091,0.0219,0.0118,0.0219,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:33:30.0,2022-09-16 10:33:30.0,2022-09-16 02:33:30.0,2022-09-16 02:33:30.0,,2.0,45,45,1.3010,0.7000,0.6267,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,20.0270," 11:10:47.89409",0.0000,0.0000," 00:20:22",," -00:14:24"," -00:14:24",," 23:43:34.62094"," 114:38:57.21837",121.4708,,,-2436609.8736,5309959.3398,2550608.0869," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
87,pt86,2625119.7250,566199.3424,121.4598," 23:43:34.48961"," 114:38:57.19568",121.4598,,,,,,,1.8765,0.0074,0.0091,0.0220,0.0118,0.0220,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:33:48.0,2022-09-16 10:33:48.0,2022-09-16 02:33:48.0,2022-09-16 02:33:48.0,,4.0,45,45,1.3001,0.7000,0.6271,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,24.1000," 10:46:13.99973",0.0000,0.0000," 00:16:12",," 00:00:00"," 00:16:12",," 23:43:34.48961"," 114:38:57.19568",121.4598,,,-2436609.9634,5309961.0762,2550604.3837," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
88,pt87,2625115.4115,566198.6533,121.4690," 23:43:34.34951"," 114:38:57.17066",121.4690,,,,,,,1.8765,0.0074,0.0091,0.0219,0.0118,0.0219,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:34:03.0,2022-09-16 10:34:03.0,2022-09-16 02:34:03.0,2022-09-16 02:34:03.0,,3.0,45,44,1.4418,0.8000,0.6700,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,28.4536," 10:30:35.64813",0.0000,0.0000," 00:18:47",," -00:08:24"," 00:16:48",," 23:43:34.34951"," 114:38:57.17066",121.4690,,,-2436610.0461,5309962.9557,2550600.4415," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
89,pt88,2625112.3328,566198.0824,121.4767," 23:43:34.24953"," 114:38:57.15001",121.4767,,,,,,,1.8765,0.0074,0.0091,0.0219,0.0118,0.0219,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:34:20.0,2022-09-16 10:34:20.0,2022-09-16 02:34:20.0,2022-09-16 02:34:20.0,,4.0,45,44,1.2984,0.7000,0.6277,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,31.5776," 10:30:33.94908",0.0000,0.0000," 00:12:36",," -00:12:36"," 00:00:00",," 23:43:34.24953"," 114:38:57.15001",121.4767,,,-2436610.0336,5309964.3309,2550597.6287," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
90,pt89,2625109.0947,566197.5271,121.4752," 23:43:34.14437"," 114:38:57.12989",121.4752,,,,,,,1.8765,0.0074,0.0089,0.0205,0.0115,0.0205,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:34:34.0,2022-09-16 10:34:34.0,2022-09-16 02:34:34.0,2022-09-16 02:34:34.0,,4.0,45,44,1.4423,0.8000,0.6712,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,34.8570," 10:26:09.59735",0.0000,0.0000," 00:25:16",," -00:01:48"," -00:25:12",," 23:43:34.14437"," 114:38:57.12989",121.4752,,,-2436610.0578,5309965.7506,2550594.6661," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
91,pt90,2625106.0211,566197.0405,121.4694," 23:43:34.04454"," 114:38:57.11221",121.4694,,,,,,,1.8765,0.0074,0.0089,0.0205,0.0115,0.0205,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:34:54.0,2022-09-16 10:34:54.0,2022-09-16 02:34:54.0,2022-09-16 02:34:54.0,,2.0,45,44,1.4426,0.8000,0.6720,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,37.9638," 10:19:03.99291",0.0000,0.0000," 00:05:40",," 00:04:48"," 00:03:00",," 23:43:34.04455"," 114:38:57.11221",121.4694,,,-2436610.1161,5309967.0777,2550591.8521," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
92,pt91,2625100.6353,566196.2304,121.4687," 23:43:33.86961"," 114:38:57.08275",121.4687,,,,,,,1.8765,0.0054,0.0064,0.0132,0.0084,0.0132,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:35:34.0,2022-09-16 10:35:34.0,2022-09-16 02:35:34.0,2022-09-16 02:35:34.0,,4.0,43,31,1.3380,1.0000,0.6905,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,43.4015," 10:05:46.72951",0.0000,0.0000," 00:05:42",," -00:01:48"," 00:05:24",," 23:43:33.86961"," 114:38:57.08275",121.4687,,,-2436610.2603,5309969.3933,2550586.9249," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
93,pt92,2625094.7016,566195.2124,121.4782," 23:43:33.67690"," 114:38:57.04585",121.4782,,,,,,,1.8765,0.0079,0.0096,0.0232,0.0124,0.0232,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:36:02.0,2022-09-16 10:36:02.0,2022-09-16 02:36:02.0,2022-09-16 02:36:02.0,,4.0,44,44,1.4898,0.8000,0.6546,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,49.4159," 10:03:08.19268",0.0000,0.0000," 00:08:29",," -00:08:24"," -00:01:12",," 23:43:33.67691"," 114:38:57.04585",121.4782,,,-2436610.3091,5309972.0052,2550581.5010," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
94,pt93,2625089.0194,566194.3014,121.4697," 23:43:33.49235"," 114:38:57.01278",121.4697,,,,,,,1.8765,0.0076,0.0092,0.0223,0.0119,0.0223,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:36:28.0,2022-09-16 10:36:28.0,2022-09-16 02:36:28.0,2022-09-16 02:36:28.0,,2.0,44,44,1.5235,0.8000,0.6752,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,55.1661," 09:57:13.47582",0.0000,0.0000," 00:06:28",," -00:06:00"," -00:02:24",," 23:43:33.49236"," 114:38:57.01278",121.4697,,,-2436610.4072,5309974.4653,2550576.2997," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
95,pt94,2625082.1521,566193.1084,121.4708," 23:43:33.26933"," 114:38:56.96956",121.4708,,,,,,,1.8765,0.0076,0.0092,0.0224,0.0119,0.0224,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:36:48.0,2022-09-16 10:36:48.0,2022-09-16 02:36:48.0,2022-09-16 02:36:48.0,,2.0,45,42,1.5228,0.8000,0.6758,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,62.1321," 09:56:33.50456",0.0000,0.0000," 00:24:11",," 00:09:36"," 00:22:12",," 23:43:33.26933"," 114:38:56.96956",121.4708,,,-2436610.4464,5309977.4860,2550570.0185," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
96,pt95,2625077.9701,566192.4481,121.4780," 23:43:33.13350"," 114:38:56.94557",121.4780,,,,,,,1.8765,0.0083,0.0095,0.0230,0.0126,0.0230,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:37:13.0,2022-09-16 10:37:13.0,2022-09-16 02:37:13.0,2022-09-16 02:37:13.0,,3.0,42,40,1.5219,0.8000,0.6766,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,66.3631," 09:52:50.58847",0.0000,0.0000," 00:32:29",," 00:31:48"," 00:06:36",," 23:43:33.13350"," 114:38:56.94557",121.4780,,,-2436610.5329,5309979.3035,2550566.1957," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
97,pt96,2625073.4061,566191.7009,121.4671," 23:43:32.98527"," 114:38:56.91846",121.4671,,,,,,,1.8765,0.0076,0.0092,0.0225,0.0120,0.0225,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:38:23.0,2022-09-16 10:38:23.0,2022-09-16 02:38:23.0,2022-09-16 02:38:23.0,,3.0,42,42,1.5156,0.8000,0.6714,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,70.9859," 09:50:33.80911",0.0000,0.0000," 00:16:06",," -00:14:24"," 00:07:12",," 23:43:32.98527"," 114:38:56.91846",121.4671,,,-2436610.5960,5309981.2825,2550562.0165," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
98,pt97,2625069.3885,566191.0307,121.4578," 23:43:32.85479"," 114:38:56.89415",121.4578,,,,,,,1.8765,0.0077,0.0092,0.0225,0.0120,0.0225,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:38:40.0,2022-09-16 10:38:40.0,2022-09-16 02:38:40.0,2022-09-16 02:38:40.0,,4.0,42,42,1.5322,0.8000,0.6801,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,75.0576," 09:49:21.16317",0.0000,0.0000," 00:21:44",," -00:13:48"," -00:16:48",," 23:43:32.85479"," 114:38:56.89415",121.4578,,,-2436610.6404,5309983.0299,2550558.3376," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
99,pt98,2625065.5425,566190.4357,121.4747," 23:43:32.72987"," 114:38:56.87253",121.4747,,,,,,,1.8765,0.0078,0.0095,0.0231,0.0123,0.0231,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:39:00.0,2022-09-16 10:39:00.0,2022-09-16 02:39:00.0,2022-09-16 02:39:00.0,,4.0,42,42,1.4404,0.8000,0.6913,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,78.9469," 09:46:18.68883",0.0000,0.0000," 00:04:20",," 00:03:36"," 00:02:24",," 23:43:32.72988"," 114:38:56.87253",121.4747,,,-2436610.7350,5309984.7048,2550554.8262," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
100,pt99,2625061.5269,566189.7949,121.4841," 23:43:32.59945"," 114:38:56.84926",121.4841,,,,,,,1.8765,0.0077,0.0093,0.0226,0.0121,0.0226,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:39:21.0,2022-09-16 10:39:21.0,2022-09-16 02:39:21.0,2022-09-16 02:39:21.0,,3.0,42,42,1.5534,0.8000,0.6854,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,83.0116," 09:44:14.34346",0.0000,0.0000," 00:11:32",," -00:05:24"," -00:10:12",," 23:43:32.59945"," 114:38:56.84926",121.4841,,,-2436610.8129,5309986.4549,2550551.1565," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
101,pt100,2625057.6836,566189.1184,121.4565," 23:43:32.47463"," 114:38:56.82476",121.4565,,,,,,,1.8765,0.0076,0.0092,0.0225,0.0120,0.0225,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:39:41.0,2022-09-16 10:39:41.0,2022-09-16 02:39:41.0,2022-09-16 02:39:41.0,,3.0,42,42,1.4440,0.8000,0.6829,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,86.9134," 09:44:53.84634",0.0000,0.0000," 00:12:22",," -00:12:00"," 00:03:00",," 23:43:32.47464"," 114:38:56.82476",121.4565,,,-2436610.8161,5309988.1256,2550547.6299," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
102,pt101,2625057.2783,566190.9911,121.4619," 23:43:32.46118"," 114:38:56.89080",121.4619,,,,,,,1.8765,0.0080,0.0093,0.0247,0.0123,0.0247,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 11:06:19.0,2022-09-16 11:06:19.0,2022-09-16 03:06:19.0,2022-09-16 03:06:19.0,,3.0,37,37,1.5968,0.9000,0.7256,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,87.0166," 08:29:15.08025",0.0000,0.0000," 00:32:10",," 00:31:48"," 00:04:48",," 23:43:32.46119"," 114:38:56.89080",121.4619,,,-2436612.5878,5309987.5013,2550547.2533," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
